,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2023-02-15,EDU,39.869998931884766,41.220001220703125,39.43000030517578,40.47999954223633,40.47999954223633,1512100,0.8600000143051147,45.15999984741211,427.02834,1.0,0.4799995422363281,0.011999988555908203
2023-02-15,OCSL,20.1299991607666,20.190000534057617,19.96999931335449,20.11000061035156,20.11000061035156,418100.0,5.940000057220459,21.1299991607666,167.68851,0.99687,-0.0699996948242223,-0.0034687657961168976
2023-02-15,IMVT,18.950000762939453,18.96199989318848,17.860000610351562,18.1299991607666,18.1299991607666,679000,3.380000114440918,19.71999931335449,155.93856,0.99373,-0.46000099182128906,-0.024744539432252393
2023-02-15,CPS,17.280000686645508,18.549999237060547,16.770000457763672,18.31999969482422,18.31999969482422,128300,3.7100000381469727,18.31999969482422,144.54377,0.9906,0.8099994659423828,0.0462592493063667
2023-02-15,ORC,11.579999923706056,11.600000381469728,11.449999809265137,11.600000381469728,11.600000381469728,507700.0,2.4800000190734863,14.28660774230957,120.30668,0.98746,-0.04999923706054332,-0.0042917801457276845
2023-02-15,YPF,12.050000190734863,12.09000015258789,11.579999923706056,11.880000114440918,11.880000114440918,2469900.0,2.9100000858306885,12.220000267028809,105.11723,0.98433,-0.21000003814697266,-0.01736972998317305
2023-02-15,AMYT,14.619999885559082,14.649999618530272,14.609999656677246,14.630000114440918,14.630000114440918,204500,6.300000190734863,14.770000457763672,80.65636,0.98119,0.0,0.0
2023-02-15,ALBO,44.20000076293945,44.2599983215332,44.119998931884766,44.18000030517578,44.18000030517578,496100,16.31999969482422,44.95000076293945,79.29134,0.97806,-0.1100006103515625,-0.00248364434585049
2023-02-15,LYTS,14.630000114440918,14.949999809265137,14.380000114440918,14.859999656677246,14.859999656677246,138400.0,5.53000020980835,14.979999542236328,78.81189,0.97492,0.18999958038330256,0.01295157323757164
2023-02-15,MLCO,13.149999618530272,13.34000015258789,12.979999542236328,13.140000343322754,13.140000343322754,1860300,4.480000019073486,13.789999961853027,77.75379,0.97179,-0.28999996185302557,-0.021593444174477245
2023-02-15,FGEN,24.32999992370605,24.649999618530277,24.11000061035156,24.36000061035156,24.36000061035156,694000,7.940000057220459,25.18000030517578,75.90955,0.96865,-0.19999885559082387,-0.008143276056180883
2023-02-15,TH,15.56999969482422,16.110000610351562,15.56999969482422,16.059999465942383,16.059999465942383,547100,2.9800000190734863,18.0,72.71616,0.96552,0.3599996566772461,0.022929914716610208
2023-02-15,MAXR,51.63999938964844,51.66999816894531,51.470001220703125,51.52000045776367,51.52000045776367,2671800.0,18.270000457763672,51.93000030517578,71.45755,0.96238,-0.34999847412109375,-0.006747609048164985
2023-02-15,VVNT,11.890000343322754,11.93000030517578,11.890000343322754,11.93000030517578,11.93000030517578,1874400,3.450000047683716,11.979999542236328,67.17266,0.95925,0.03999996185302557,0.0033641682672859593
2023-02-15,MOD,22.65999984741211,23.280000686645508,22.51000022888184,23.25,23.25,238600,7.710000038146973,24.1200008392334,66.58824,0.95611,0.26000022888183594,0.01130927496608628
2023-02-15,BELFB,38.540000915527344,39.970001220703125,38.540000915527344,39.52000045776367,39.52000045776367,151000,11.850000381469728,40.09999847412109,65.69423,0.95298,0.8500022888183594,0.021980923947934657
2023-02-15,POWL,42.97999954223633,43.79999923706055,42.630001068115234,43.59999847412109,43.59999847412109,64500.0,18.90999984741211,45.81999969482422,63.91647,0.94984,0.3400001525878835,0.007859458293567344
2023-02-15,OII,20.920000076293945,21.200000762939453,20.61000061035156,21.100000381469727,21.100000381469727,1205200,7.300000190734863,21.63999938964844,63.08145,0.94671,-0.22999954223632457,-0.010782913411110906
2023-02-15,FSLR,165.0,172.77999877929688,164.19000244140625,172.36000061035156,172.36000061035156,1759900,61.400001525878906,180.19000244140625,61.11611,0.94357,7.32000732421875,0.04435293033203123
2023-02-15,PDD,93.77999877929688,94.70999908447266,92.3000030517578,94.45999908447266,94.45999908447266,6749600,25.530000686645508,104.68000030517578,56.80747,0.94044,-1.4300003051757812,-0.014912924332859609
2023-02-15,AGYS,81.19999694824219,83.68000030517578,80.76000213623047,83.26000213623047,83.26000213623047,97900,32.40999984741211,84.62000274658203,55.75939,0.9373,1.5699996948242188,0.019218994343283703
2023-02-15,FTI,13.920000076293944,14.149999618530272,13.710000038146973,14.149999618530272,14.149999618530272,4987900,5.619999885559082,14.149999618530272,52.85301,0.93417,0.07999992370605113,0.0056858511329946826
2023-02-15,PARR,27.700000762939453,28.1200008392334,27.149999618530277,28.06999969482422,28.06999969482422,632900,11.81999969482422,28.239999771118164,52.07362,0.93103,0.0,0.0
2023-02-15,ATEC,13.84000015258789,14.739999771118164,13.649999618530272,14.720000267028809,14.720000267028809,977400,6.360000133514404,14.720000267028809,51.72271,0.9279,0.7200002670288086,0.05142859050205776
