,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2023-09-14,CVNA,49.470001220703125,56.79999923706055,49.43999862670898,55.86000061035156,55.86000061035156,24359000,3.7200000286102295,55.86000061035156,335.92493,1.0,6.630001068115234,0.13467400222961812
2023-09-14,RETA,172.0,172.10000610351562,171.97999572753906,172.05999755859375,172.05999755859375,391400,22.1200008392334,172.05999755859375,179.22657,0.99485,0.05999755859375,0.00034882301507994186
2023-09-14,MNSO,28.709999084472656,29.690000534057617,28.51000022888184,29.63999938964844,29.63999938964844,2576000,4.5,29.63999938964844,128.46885,0.98969,1.4899997711181605,0.05293072082805072
2023-09-14,VRT,37.970001220703125,39.2400016784668,37.92499923706055,38.43999862670898,38.43999862670898,6826000.0,9.68000030517578,39.869998931884766,117.45305,0.98454,1.4099998474120952,0.03807723180915719
2023-09-14,BBIO,28.6200008392334,30.149999618530277,28.3700008392334,29.6200008392334,29.6200008392334,2248400,6.739999771118164,35.0099983215332,108.75508,0.97938,1.3200016021728516,0.046643167411970464
2023-09-14,POWL,79.98999786376953,80.8499984741211,79.0,80.2300033569336,80.2300033569336,82200.0,20.489999771118164,85.9000015258789,86.89414,0.97423,0.9000015258789062,0.011345033469123024
2023-09-14,CAMT,57.88999938964844,58.0,55.75,56.54999923706055,56.54999923706055,389800,21.15999984741211,60.5,86.27107,0.96907,-2.0499992370605398,-0.03498292304505536
2023-09-14,CLS,23.549999237060547,23.770000457763672,23.049999237060547,23.489999771118164,23.489999771118164,1485900,8.279999732971191,24.14999961853028,75.58459,0.96392,0.1100006103515625,0.00470490223695781
2023-09-14,CELH,201.3699951171875,204.55999755859372,199.3699951171875,201.94000244140625,201.94000244140625,804900,78.6500015258789,205.259994506836,73.04552,0.95876,1.3800048828125568,0.006880758374607518
2023-09-14,ELF,132.39999389648438,134.10000610351562,129.77999877929688,130.17999267578125,130.17999267578125,719100,37.4900016784668,138.7100067138672,72.84147,0.95361,-1.8100128173828125,-0.013713256625908356
2023-09-14,SKYW,43.09000015258789,43.540000915527344,42.290000915527344,43.2400016784668,43.2400016784668,448400,14.869999885559082,45.09999847412109,71.18912,0.94845,0.8700027465820312,0.02053346161232321
2023-09-14,NWLI,458.0,460.5,455.9200134277344,460.5,460.5,14100,167.66000366210938,463.2200012207031,58.56031,0.9433,3.950012207031193,0.008651872330839708
2023-09-14,XPO,72.30000305175781,73.16000366210938,69.41999816894531,72.18000030517578,72.18000030517578,1493700.0,29.82999992370605,76.1500015258789,55.47088,0.93814,0.94000244140625,0.013194869028544796
