,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2022-08-02,TPTX,74.94999694824219,75.19000244140625,74.7300033569336,74.80000305175781,74.80000305175781,516200,24.31999969482422,81.98999786376953,69.05075,1.0,-0.15999603271484375,-0.0021344188189562773
2022-08-02,USAK,31.170000076293945,31.229999542236328,31.15999984741211,31.200000762939453,31.200000762939453,113800,13.149999618530272,31.420000076293945,66.21156,0.97959,0.04000091552734375,0.0012837264352767927
2022-08-02,IRTC,156.47999572753906,158.89999389648438,152.50999450683594,154.3800048828125,154.3800048828125,249200.0,41.90999984741211,168.00999450683594,55.38457,0.95918,-3.55999755859375,-0.022540189334962588
2022-08-02,RFP,20.270000457763672,20.57999992370605,20.200000762939453,20.32999992370605,20.32999992370605,1077300,10.270000457763672,20.36000061035156,49.2676,0.93878,0.04999923706054332,0.002465445530949518
2022-08-02,HRB,39.470001220703125,39.52000045776367,38.79999923706055,39.29999923706055,39.29999923706055,2429300.0,21.440000534057617,39.959999084472656,41.48686,0.91837,-0.26000213623046875,-0.006572349019330659
2022-08-02,TCDA,9.479999542236328,10.479999542236328,9.414999961853027,10.239999771118164,10.239999771118164,506000,3.640000104904175,11.850000381469728,40.95839,0.89796,0.75,0.07903056038868912
2022-08-02,AMPH,36.9900016784668,37.790000915527344,36.9900016784668,37.380001068115234,37.380001068115234,209100,17.829999923706055,42.290000915527344,39.40268,0.87755,0.3899993896484375,0.010543373126567607
2022-08-02,GO,42.34000015258789,42.79999923706055,41.900001525878906,42.369998931884766,42.369998931884766,1548100,21.239999771118164,45.560001373291016,37.29675,0.85714,0.06999969482421875,0.0016548391509872537
2022-08-02,IMXI,24.290000915527344,25.13999938964844,24.1200008392334,24.93000030517578,24.93000030517578,700200,14.829999923706056,24.93000030517578,35.74302,0.83673,0.48999977111816406,0.02004909003317491
2022-08-02,HRMY,54.20000076293945,56.59000015258789,52.720001220703125,55.41999816894531,55.41999816894531,1856900,26.63999938964844,55.45000076293945,33.96802,0.81633,6.189998626708984,0.12573631290405243
