Date,Open,High,Low,Close,Adj Close,Volume
2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,112.00709533691406,212403600
2020-08-11,111.97000122070312,112.48249816894531,109.10749816894531,109.375,108.67601013183594,187902400
2020-08-12,110.49749755859376,113.2750015258789,110.29750061035156,113.01000213623048,112.28778839111328,165598000
2020-08-13,114.43000030517578,116.0425033569336,113.92749786376952,115.01000213623048,114.2750015258789,210082000
2020-08-14,114.83000183105469,115.0,113.04499816894531,114.90750122070312,114.17316436767578,165565200
2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,113.87506866455078,119561600
2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,114.823974609375,105633600
2020-08-19,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,114.96804809570312,145538000
2020-08-20,115.75,118.39250183105469,115.73249816894531,118.2750015258789,117.5191421508789,126907200
2020-08-21,119.2624969482422,124.86750030517578,119.25,124.37000274658205,123.57518768310548,338054800
2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,125.0531768798828,345937600
2020-08-25,124.69750213623048,125.18000030517578,123.05249786376952,124.8249969482422,124.02728271484376,211495600
2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,125.71392822265624,163022400
2020-08-27,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623048,124.21109771728516,155552400
2020-08-28,126.0124969482422,126.44249725341795,124.57749938964844,124.80750274658205,124.00989532470705,187630000
2020-08-31,127.58000183105469,131.0,126.0,129.03999328613278,128.21534729003906,225702700
2020-09-01,132.75999450683594,134.80000305175778,130.52999877929688,134.17999267578122,133.32249450683594,151948100
2020-09-02,137.58999633789062,137.97999572753906,127.0,131.39999389648438,130.56025695800778,200119000
2020-09-03,126.91000366210938,128.83999633789062,120.5,120.87999725341795,120.10748291015624,257599600
2020-09-04,120.06999969482422,123.6999969482422,110.88999938964844,120.95999908447266,120.18698120117188,332607200
2020-09-08,113.9499969482422,118.98999786376952,112.68000030517578,112.81999969482422,112.0989990234375,231366600
2020-09-09,117.26000213623048,119.13999938964844,115.26000213623048,117.31999969482422,116.57023620605469,176940500
2020-09-10,120.36000061035156,120.5,112.5,113.48999786376952,112.76471710205078,182274400
2020-09-11,114.56999969482422,115.2300033569336,110.0,112.0,111.28424072265624,180860300
2020-09-14,114.72000122070312,115.93000030517578,112.8000030517578,115.36000061035156,114.62276458740234,140150100
2020-09-15,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,114.80162048339844,184642000
2020-09-16,115.2300033569336,116.0,112.04000091552734,112.12999725341795,111.41340637207031,154679000
2020-09-17,109.72000122070312,112.1999969482422,108.70999908447266,110.33999633789062,109.63484954833984,178011000
2020-09-18,110.4000015258789,110.87999725341795,106.08999633789062,106.83999633789062,106.15721130371094,287104900
2020-09-21,104.54000091552734,110.19000244140624,103.0999984741211,110.08000183105469,109.3765106201172,195713800
2020-09-22,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859376,111.09544372558594,183055400
2020-09-23,111.62000274658205,112.11000061035156,106.7699966430664,107.12000274658205,106.43543243408205,150718700
